name,gender,country,province,city,location,category,fans,videos,likes,comments,shares,following,school,custom_verify,enterprise_verify,signature
慧闵老板,2,中国,广东,广州,广州,美女,1783000,218,15145000,21660187,6962594,592,中国民航大学,,,著名电视台电影观众  在知名平台优酷 爱奇艺 腾讯  芒果tv都借过会员 知名平台主播  每天努力更新中…… 仅此一号，不要被骗（本剧情纯属虚构，如有雷同不胜荣幸） 合作走星图👇 🈴️作v💙：WHMwhm521888
搞笑007创意,1,中国,海南,文昌,文昌,美女,1783000,70,14856000,75808276,208487120,400,未知,,东莞市叁柒文化创意有限公司,🌟原创“连锁反应”式搞笑段子 🌟创作快乐、分享快乐、传播快乐 🌟广告合作私
李先生爱美食,1,中国,吉林省,长春市,长春市,美女,1782000,90,9106000,16490327,102959034,82,,美食自媒体,,民以食为天，每天更新美食 感谢抖音这个平台让你我相聚 商务❤️:ruirui5203
阿圣是唢呐精,1,中国,台湾,新竹,,音乐,1779000,215,21370000,91499289,42965295,73,,优质内容创作者,,m3552332（粉絲）  QQ音乐🔍阿圣是唢呐精
你们的小宇,1,中国,江苏,南京,南京,美女,1779000,106,6502000,2778830,855011,5,,,,这里分享搞笑的美妆日常。 你的宇王无限猖狂！嘻嘻🥰 工 作：ZMZ77789 (注明来意） 粉丝➕V：nidexiaoyu12345
秋风.行动,1,中国,辽宁,大连,大连,美女,1779000,62,19552000,13163592,4471746,165,大连大学,,,爱出者爱返       福往者福来 秋风不接受任何人捐赠谨防上当 qfxd5555
豆芽鸭鸭🐣,2,中国,广东,广州,广州,美女,1778000,108,8354000,12036700,7972813,424,,,,🙋‍♀️豆芽本人号❗️坐标广东 ✍️职业：主持人 电商主播 短视频演员  生如夏花❤️
安静（国服关羽）,1,中国,浙江,衢州,衢州,游戏,1778000,29,15460000,844127,82298,173,温州大学,,,感谢大家的支持💗 商务v：hewenjun99 TT语茵：623604285 🐧水友群：1079385229 好多视频被下架！
黑龙江消防,0,中国,黑龙江,哈尔滨,哈尔滨,音乐,1778000,545,35286000,137090943,50423389,129,,,黑龙江省消防总队官方抖音号,全民参与 防治火灾  龙江消防感谢有您
4968444,1,中国,广东,深圳,,音乐,1777000,1,7950000,5016,4510,333,上海戏剧学院,优质视频创作者,,
wuli欧尼,2,中国,湖南,长沙,长沙,美女,1775000,72,5323000,3194439,1341393,15,,优质视频创作者,,大姐安然，攻气十足酷爱机车 二姐孜孜，温柔多金职场白领 三姐天意，可爱傻白甜开心果 小孩子才做选择，大人一次💗三个
欧米,2,中国,黑龙江省,哈尔滨市,哈尔滨市,才艺技能,1774000,123,10811000,203624159,65738927,1,,,,V.xh2346780
小鹿萌萌哒,2,暂不设置,,,,美女,1774000,171,12031000,8316100,4486697,288,,,,-欢迎来到小鹿的快乐小世界🎇 -我不但可爱🎀我还可爱你了呢🎈 -喜欢我就点个关注吧💛
斗腕魏思澄,1,中国,,北京,北京,运动,1772000,170,19564000,69143866,26151726,58,,,,vb：腕力魏思澄 中日斗腕70kg 左右手冠军 中韩斗腕70kg 左右手冠军 合作：17744495635（备注品牌） 交流：Miawan99 肌肉科技品牌大使 不化妆 只是黑眼圈 睫毛浓 谢谢
真的菜菜,2,中国,四川,成都,成都,美女,1771000,263,18872000,99214912,74750057,357,已毕业,,,Coser 汉服 国风爱好 照片都是本人 ，大图壁纸在wb 国风种草分享号：假的菜菜（没错也是我） wb：真的菜菜 有想看我拍的可以发我 图可wb私信
小杨教你学面食,2,中国,河南,郑州,郑州,美女,1771000,208,8674000,25123685,90241870,20,,,,小杨一本正经的教你们学面食🔥 喜欢面食的朋友请关注我哦🔥 合作加v:H1177889900
秦书宝,1,中国,辽宁,沈阳,沈阳,美女,1771000,69,8400000,13256564,2775718,3,,美食自媒体,,吃遍全银河系海鲜。 不吃到重样的就一直更新！ 粉丝❤️：qinshubao6666 珍惜粮食，拒绝浪费！
程野直播号,1,中国,辽宁,葫芦岛,葫芦岛,明星,1770000,121,2337000,25488702,4532386,790,辽宁大学,,,直播与大家玩 分享快乐生活
苏小小🥕,2,中国,浙江,杭州,杭州,美女,1769000,217,13701000,12988690,8290055,9,浙江传媒学院,,,围脖：苏小小mmm 商务：dingxiaohan0210 （非私人） 166. 5cm，48kg（净身高，体重不稳定） 38线女团退役老团员，乐观能吃，不怕苦 搞不好有一天我们就在街上遇见了 别对我投鸡蛋，我会以德服人 愿望是每个刷到视频的人都能开开心心 合作走星图，未关不回请谅解 不要相信评论区主动私信你的人，注意自己的财产安全 蟹蟹喜欢，感谢支持❤
狸仔仔(地表最强陪玩),0,中国,上海,上海,上海,游戏,1768000,218,14468000,16097833,8368223,23,,,,更多生活日常在我的比❤:74090687 🐧粉丝群：878734093 商务合作、艺人招募📮：504297582@qq.com
阿铭GLORIA,2,中国,上海,上海,上海,情感,1766000,32,7572000,10691578,1812219,1,,,,铭铭白白大型生活现场 日常更新在围脖：@阿铭GLORIA
吉他14天特训营,1,中国,,北京,北京,音乐,1765000,163,3549000,6890400,18054054,76,上海音乐学院,抖音音乐人,,欢迎加入粉丝团特训营学习交流 21:30直播 学习如何不走弯路  橱窗 帮助更多零基础 官方☎️ 👇每年已帮助3W零基础学员毕业
肉三斤,2,中国,广东,广州,广州,美女,1765000,19,10782000,19713859,13274817,3,广州大学,,,一碗米饭三斤肉 商务合作:ins-6666 请注明来意
小杰的剪辑之路.,1,中国,福建,南平,,美女,1765000,202,9055000,9898227,2355972,101,,影视自媒体,,谢谢你的点赞与关注 合作交流复制上方抖音号👆
大圣它爹,1,中国,浙江,杭州,杭州,宠物,1764000,135,10430000,12434705,9418532,65,,,,v❤️：dasheng424(👈🏻大圣同款用品 猫粮 营养膏  零食 罐头 冻干 养猫的➕养猫交流群） 粉丝群&合作v✉️：sunkexin1234（👈🏻备注来意） 一只卑微可乐 一只逗比大圣🙈感谢宝贝们的关注～
剧冷KING,2,中国,湖南,长沙,长沙,美女,1764000,132,20162000,5781114,827335,21,,,,每天看一点，知识涨一点，影视剧中那些有趣的冷知识^0^
易点租,0,,,,,生活技巧,1760000,46,6824000,12042963,91578561,2,,,易点租官方账号,免押金租电脑 就选易点租，随租随还 低至75元/月。
冬月爱美食🍡,2,中国,黑龙江,哈尔滨,哈尔滨,美食,1760000,123,8811000,1533035,27017191,88,,,,美食每天更新，感谢大家支持 工作:DY826310（注明品牌）
彭湃,1,中国,山东,青岛,青岛,时尚,1760000,8,8933000,768074,175036,70,,,,一天的好心情，从看到彭湃开始吧！ 每周2457晚八点直播～ 商务合作v：jiahe771
最强大脑四月老师,2,中国,山东,潍坊,潍坊,知识教育,1759000,279,6206000,14751728,92369349,91,,,,关注我，私信赠送免费记忆力课程 唯心：siyue777777777（九个7）
雷佳音,0,,,,,明星,1758000,2,3332000,5733078,7805985,0,,演员,,
陈翔,1,中国,辽宁,大连,大连,明星,1758000,92,5940000,40639832,8504194,191,,演员  歌手,,
华振同学,1,中国,新疆,乌鲁木齐,乌鲁木齐,美女,1758000,72,4558000,818901,3753806,26,,,,西木的王者同桌
王彦霖,0,中国,四川,成都,,明星,1757000,16,6090000,50738583,7214305,7,,演员,,
魏莹venus,2,中国,福建省,厦门,厦门市,美女,1815754,192,6886000,24057685,30821681,415,,,,一直在创新路上奔跑的女孩子             接下来会有很多的好物分享 问题私信这里：魏莹小助理（weiy5211）
nG家的猫,1,中国,湖北,武汉,武汉,搞笑,1755000,37,7203000,49144540,107637928,4,,抖音音乐人,,微博：nG家的猫  B站：nG家的猫 邮件：ngjia@edeerbear.com
糖逗儿,2,中国,陕西,西安,西安,游戏,1755000,19,28082000,7337344,8526316,14,,,,我要露出点小马脚来 好让你看出来我喜欢你❤️ 粉丝群：783243014 商务胃529620487
捣蛋君哆哆,1,中国,广东省,深圳市,深圳市,美女,1755000,176,14189000,49318744,20744364,87,,,,我是哆哆，万物皆可摘！
三福百货,2,中国,广东,广州,广州,剧情,1755000,265,7444000,19132969,6853444,88,,,三福百货官方账号,生活不易 来磕甜剧~ 三福君超宠粉哒，不信你来勾搭试试 我的人👉🏻@Sanfu福气小妹
_宇儿,2,中国,黑龙江,哈尔滨,哈尔滨,剧情,1755000,114,5648000,1783946,1543572,833,哈尔滨应用职业技术学院,,,❤橱窗商品优惠多多，欢迎来看看👆🏻 ❤感谢抖音平台 ❤90后宝妈一枚 ❤原创剪辑 ❤杜绝🚫搬运 ❤感谢您喜欢我的视频
农村三郎,1,中国,湖南,永州,永州,美女,1754000,38,7629000,2113878,1960266,158,,,,原则:  感恩！不忘初心！坚持！ 农村剧情段子手 全村人的希望，所以不敢放弃 团队需要女演员，期待加入
梁升云（善行）,2,中国,重庆,重庆,西安,美女,1753000,7,9038000,701207,236856,28,,,,传递正能量，小云在路上。 弘扬传统文化，让爱心温暖你我他🌹
黄嘉玮-,1,中国,四川,杭州,成都,帅哥,1751000,105,19843000,91678868,42102133,139,北京电影学院,,,渣女鉴定师 围🧣：黄嘉玮- 个人v：13802736454 ins：jiawei_24
御前男友顾云川,1,中国,广东省,深圳市,深圳市,美女,1751000,24,8455000,3742080,1220173,5,中央美术学院,,,遇冷水会变狗的御前侍卫，意外穿越到现代，遇到了转世的公主。 合作加v:snxms2 ，注明【御前合作】。
良智说法,1,中国,吉林,长春,长春,生活技巧,1751000,304,5974000,18546899,50225015,63,,,,用法律维护您的权益 你的私人法律顾问 咨询律师：963123129
萌武林,1,中国,江苏,苏州,苏州,二次元,1749000,74,14432000,33546640,76682279,56,,,北京海之虫影业有限公司,做个富贵，交个朋友。
啊Sai在纽约,2,United States,New York,New York City,,美女,1749000,85,7712000,48966482,27137830,513,,,,纽约女教师  ❣️是一个人类 不是一个人设 🎓 Penn Grad 🐾 有只闻起来像🧦一样的柯基 🤳 美漂生活里的🍬，🍵，和🧂或者其他味道？
狗与鹿mydeerdog,2,中国,台湾,台北,,二次元,1748000,160,17273000,33189329,70643630,119,,,,我是小小鹿 vx: Evelyn_930
杨少（生活号）,1,中国,,香港,香港,美女,1747000,139,28559000,139586141,30202237,353,成都体育学院,,,关注小号，杨少🦁，粉丝目前40多万。
徐峥,1,中国,上海,上海,上海,娱乐资讯,1747000,18,1857000,9102233,720436,8,,导演、演员、监制,,
化妆师甜甜,1,中国,江苏,南京,南京,运动,1745000,1,5892000,11150492,108226224,140,,,,本人98年双子座 177  120 爱穿搭的阳光boy😁
芮甜甜,2,中国,广东,广州,广州,音乐,1744000,118,11595000,38492479,15447520,29,,抖音音乐人,,我是你的小公举吗？ 承蒙厚爱 感谢关注💕 围脖🔍：芮甜甜甜 粉丝 Q👗：1037821336 合作邮箱：swhz04@qq.com
想画画的唐醋,2,中国,北京,北京,北京,才艺技能,1743000,245,14124000,16773042,70152338,23,天津美术学院,,,💜颜色可以治愈你，想画随时都是开始。  - 常用颜料、工具都在橱窗里。 - 合作vx：tangcu2020（添加备明来意哦）
热门音乐,2,中国,浙江,杭州,杭州,音乐,1741000,122,9857000,17783348,34923235,72,上海音乐学院,,,
小林,1,中国,广西,梧州,梧州,游戏,1740000,9,6751000,11975341,7587660,119,,游戏主播,,👤TA在关注你哦 不在巅峰时慕名而来 不在低谷转身离开 这段苦日子熬过去就好了 等我回来会更精彩 QQ：38121254
张逸杰,1,中国,北京,北京,北京,明星,1740000,105,10310000,35862799,6006886,314,,演员张逸杰,,张逸杰本张
忠山嗷~,1,中国,广东,中山,中山,美女,1740000,147,18920000,60093906,60803103,129,,,,沙雕兄弟欢乐多👬 人生充满着期待 商务合作：qianpai008
光头文,1,中国,黑龙江,哈尔滨,哈尔滨,美女,1739000,105,8845000,13295306,21122113,98,,,,教科书式撩妹语录 全网一级撩妹专家 每晚9点直播～  招募达人 合作❤️：hlx1988（注明来意）
群蜂会（创始人见唯一关注）,2,中国,,北京,,二次元,1738000,166,11116000,84364382,87865985,9,,,,流量变现集散地－群蜂会 欢迎各路实战大咖，资源方，需求方 靠谱对接，氛围积佳 每日00：00，视频运营百事通 直播间交流合作!
星改造,1,中国,广东,深圳,深圳,美女,1738000,71,17110000,109863459,44137766,1,香港中文大学（深圳）,,,👆🏻👆🏻👆🏻👆🏻👆🏻👆🏻 点击橱窗视频同款产品 🌟变个发型，变成明星！ 发型设计：深圳市星海SHOW 商业合作V：SHX66666688888 发型改造V：xhs8303358 每周三周六更新，感谢关注➕点赞😘
大眉啊（正在直播）,1,中国,广东,广州,广州,音乐,1737000,56,20179000,2484249,885367,5,中山大学,优质视频创作者,,全网最宠粉丝的变装博主大眉 关注我！一起变好看 评论和私信都会认真看❤感谢 合作V💖15918409756
运动解剖,1,中国,广东,深圳,汕头,美女,1736000,115,4013000,4977124,51381598,308,,,,由知名体能康复团队组成，运动健康类三维视频，你的运动健身动作知识库。
冷圣影视剪辑,1,中国,黑龙江,绥化,哈尔滨,美女,1736488,153,13927000,15382915,4082927,55,黑龙江工商学院,,,❤️感谢官方 感谢关注 👊一路成长 一路分享
灭哥哥,1,中国,河南,郑州,郑州,游戏,1735000,36,13807000,35672559,14817821,3,,,,爷的青春回来了！  V: besthpz (注明来意)  lol手游皮肤🐧:985155155  今天不播  冲分
苏锦瑟,1,,,,,美女,1735000,125,12142000,1623299,632402,29,,,,锦瑟无端五十弦，一弦一柱思华年。 比心提前看一集，漫画比心ID：99740370 漫画皆有正版授权 商务合作、艺人招募📮：504297582@qq.com
悲伤蛙,1,中国,陕西,西安,,美女,1735000,108,11281000,41657198,134174527,13,,动漫自媒体,,官方授权，唯一正版的悲伤蛙来啦！ 来看看悲伤蛙教你男女朋友相处之道，听懂掌声👏 还请各位蛙爸蛙妈蛙粉蛙亲戚们多多🎉关注🎉本蛙！好吗？呱～
釜山欧尼敏智Minji,2,韩国,,首尔,首尔,剧情,1732000,9,37534000,10982798,4850684,1,四川传媒学院,,,来自韩国的敏智姐姐 喜欢中国文化的釜山欧尼 中韩美妆深度爱好者 曾于上海交通大学进行汉语研修 旅居巴黎、上海的专业美妆师 想了解热门韩妆和韩星美妆小知识就来找我吧～ ⼯作vx:drs00006
八九不离时,2,暂不设置,,,,美女,1732000,24,6585000,2804997,369075,27,,,,八九不离时，时有八九 每期结尾都有小惊喜，你确定要错过吗？ 🧣：八九不离时a 合作V：LDCM199（注明来意）
范世錡xxxF,1,中国,北京,北京,北京,明星,1732000,44,8940000,61890567,15167177,16,,演员、歌手,,新剧《青青子衿》主题曲《不归》插曲《遇见你》上线网易云
广东小叔,1,中国,广东,广州,广州,美女,1731000,95,14099000,41288616,33251231,138,,,,传递正能量 带你走进总裁最真实的每一天
陈希郡,1,中国,,北京,北京,明星,1730000,61,7490000,29470701,23523337,3,中央戏剧学院,演员,,代表作：《亲爱的热爱的》《人不彪悍枉少年》《猎心者》《酋长的男人》
保罗万象,1,中国,山东省,青岛市,,知识教育,1729000,148,4857000,3811476,15291664,21,,,,世间万象 透过现象看本质 商务合作vx:gumai555(合作请注明来意)
瑞风,1,中国,浙江,杭州,杭州,情感,1729000,18,12024000,38786853,8269742,676,,,,我是瑞风，你的心灵魔术师🧙 合作V：2508922314
暂停更新～,1,,,,,美女,1728000,71,21554000,55397928,130585075,1,,,,骚年～笑一笑～😆😆 直播号在唯一关注列表里 🤪🤪
礼物大魔王,1,中国,河北,沧州,沧州,生活技巧,1727000,62,24206000,6849419,8482831,413,,优质视频创作者,,👆👆👆视频同款礼物都在这里 🎁合作：XZZ5169 任何打着我名号收费的都是骗子
张口乐,2,中国,,重庆,重庆,搞笑,1727000,27,8799000,21223239,19544003,5,,,,传递正能量，让爱温暖你、我、他……
大表妹（豆腐妹）,2,中国,广东,茂名,茂名,美女,1725000,118,17809000,57188028,35625237,333,,,,⚠️没有任何小号 落落大方 不负众望 快乐就完事了
大本事辉妹儿,2,中国,山东省,滨州市,滨州市,搞笑,1723000,94,13693000,105741675,74588701,565,济南大学,,,大本事辉妹儿和张美丽的搞笑日常！ 作品：早9点更新 直播：晚7点！浮力送不停 商务合作❥ Lch939015 商家❥ dbss96
张胖胖有点甜,2,中国,浙江,杭州,杭州,美女,1723000,201,9225000,56558766,28646325,7,浙江中医药大学,,,一个身高163体重127 的沙漏型身材女生 肩宽40 腰围72 臀围98 大腿围60 小腿围39 日常微胖穿搭分享
点姐,2,中国,北京,北京,北京,美女,1722000,97,7914000,1650078,1004190,200,,,,合作：shangyuyule1（备注点姐） 美丽：com5442
吉尼斯世界纪录,1,中国,北京,北京,北京,娱乐资讯,1721000,290,16341000,17599116,6128716,16,,,吉尼斯世界纪录官方账号,让你的不可思议得到认可
秦知夏,1,中国,广东省,深圳市,深圳市,情感,1720000,40,15862000,42474222,20589334,86,深圳广播电视大学,,,树密而知夏，一叶落而知秋。
西瓜剧有料,2,中国,,北京,,娱乐资讯,1719000,1258,52551000,38939200,51983845,45,,娱乐视频自媒体 ,,海量大片随心看，关注我就够了！
噢买嘎,0,中国,新疆,阿克苏,阿克苏,美女,1718000,82,9687000,3961549,5278132,9,,,,🌈🌈🌈 ✨谢谢你的关注哦~ 🧚情侣 | 种草 | 旅行 | 探店 | 美食 商务v：xyxstudio-
韩老湿,2,中国,浙江,绍兴,绍兴,美女,1716000,172,27385000,56527116,19203058,36,绍兴文理学院,,,偶就是别人家的班主任😂😂 每周二班团活动课拍摄 一般更新下午6点左右 感恩您的关注和喜欢 这里有你青春的样纸 vb：是你的韩老师呀 合作找星图
琴歌浪人,1,中国,浙江,金华,金华,美女,1716000,277,15119000,160317523,178174535,575,,,思茅区琴歌浪人广告经营部,全部乐器都是自学的，因为喜欢音乐而坚持！
卡布叻_周深,1,,,,,明星,1714000,23,3948000,23949883,8597893,1,,歌手,,咦？嗯…喜欢的歌唱上几句～
亲爱的长辈大人,0,中国,山东,青岛,青岛,情感,1713000,57,8570000,8786403,3363405,6,,,,冰块脸总裁和小助理的“平地摔”日常🥰 来找我玩趴🐧群1⃣️：1146179072                      🐧群2⃣️：665113606 合作请➕V：jiahe878（注明来意） （姨妈和舅舅的唯一官方小号都在关注里哦～大家喜欢可以点点关注吖～嘻嘻）
懒人美食,2,中国,湖南,长沙,长沙,音乐,1711000,280,5222000,19501861,304589006,13,,,,30s学一道菜，懒人也勤快～懒爱美食
高露^_^,2,中国,北京,北京,北京,明星,1711000,63,8129000,26665115,10174098,1,,演员,,本宝宝没有个性签名
抖音小游戏,1,中国,广东,深圳,深圳,美女,1711000,128,2346000,8310544,3113860,32,,,抖音小游戏官方账号,不定期送各种抖音周边！ 游戏中的趣事 可以私信发送暗号“上墙”投稿 入围100%有奖品哟～ Tip： 想玩游戏赚钱，搜索“游戏达人推广”哟
释小龙Ashton,1,中国,北京,北京,,明星,1711000,10,6845000,27958299,2157512,9,,青年功夫影星，（龙门释家）创始人,,P E A C E & L O V E
想开坦克的舒克,1,中国,山西,阳泉,,交通汽车,1711000,97,7752000,18482072,121159924,2,,,,以车会友！天天学习汽车常识！ 本人就这一个抖音号认准哦
优秀iii,0,,,,,美食,1710000,2,2042,298,378,3,,,,
关厚感,1,中国,北京,北京,北京,美女,1709000,96,9749000,82723849,31755847,145,,影视自媒体,,🎭间歇性一本正经/日常胡说八道🎭           🧸超宠粉/超爱粉🧸 🎬全部原创/陪你好好看电影🎬 个人运营，无任何机构
智取方唐婧,1,中国,,上海市,上海市,美女,1707000,68,12458000,22018006,2816798,3,,,,生活有时候比电影更精彩 合作v : LMSZ828
蛋黄猫,1,中国,安徽,合肥,合肥,二次元,1706000,216,13481000,2484366,26301536,3,,,,招财转运蛋黄猫，看到就开心~ 合作联系kaixinmaoleyuan
网红观察,1,安道尔,,,,美女,1705000,435,28138000,953115894,165232516,6,,,,@网红观察 随时关注网红的那些事 帅哥美女艾特wo
翁佳娜“  辣呀辣，”,2,中国,广东,汕头,汕头,美女,1704000,140,16268000,121437337,17566803,8,,,,✨ 围脖：翁佳娜Layala  V♥️：cc684446 合作请私信留言
方兔兔的日常,2,中国,,上海,上海,美女,1703000,37,6798000,35301545,12676989,2,,,,唯一小号日常～ 合作❤️：fangtutu88（尾数88其余冒充）
夏克（国服竖名猴）,1,中国,山东,临沂,临沂,美女,1703000,3,11054000,13986319,3871824,199,,,,全网最强竖名猴 1群：821661966 B站：王者荣耀夏克国服猴子 合作33217734 我还在继续努力💪
猪大肠,1,中国,广东,深圳,深圳,音乐,1703000,68,4199000,25401622,43200980,375,广东海洋大学,,,玩音乐，我比较狠
哗啦品质优选,1,中国,,上海,上海,美女,1701000,27,7265000,1155380,409480,106,,,,哗啦哗啦唯一小号
柯钦明,1,中国,浙江,杭州,杭州,帅哥,1701000,255,21146000,481219004,226836942,153,,抖音音乐人,,衣服在橱窗👆🏻👆🏻👆🏻 快乐且苦恼 👔：KILLER KE 🧣：柯柯柯柯钦明
王新文Sunny,1,,,,,美女,1701000,27,27023000,26039049,13287464,16,,,,1.爱美妆护肤的时尚男孩 👦🏻 2.油皮痘印肌，年轻人才长痘 3.无美颜无滤镜做真实测评，干货分享 4.🇮🇹POLIMODA时装学院🎓时尚管理专业 商务合作➕cdmm8899｜全平台🔍王新文Sunny
小樱的百变兄长,0,中国,山东,青岛,青岛,搞笑,1701000,27,5141000,5160660,3612156,3,,,,开启和哥哥姐姐们的合租生活 🌟星阳：冰山霸道总裁，生人勿近 🌟星辰：可盐可甜阳光少年，暖心守护 🌟江莱：知性温柔大姐姐，无微不至
少年管家,1,中国,浙江省,杭州市,杭州市,剧情,1699000,325,27398000,9000323,4972358,396,,,,衣服链接都在橱窗👆🏻  🛒：JSOFFICIAL 酷酷的小伙伴➕：ZMT1700  /分享帅哥 分享每一次的心动  合作：jian9578653111(同抖音号)
乐佳。,1,中国,福建,莆田,莆田,美女,1699000,23,8938000,856467,261207,180,,,,
变美情报局,1,,,,,生活技巧,1698000,220,10361000,18421131,137282428,2,,,,一个不允许你多花一分冤枉钱的变美君。 Vx:w679155（需注明来意）
赵今麦angel,0,,,,,明星,1697000,9,2586000,8738057,1531901,3,,演员,,
托托就是TC-ZHOU,1,中国,,上海市,上海市,帅哥,1697000,173,16134000,10971845,5453371,260,,,,可可爱爱没有脑袋 头随时可以换 托托只有一个 外貌协会  喜欢淘高颜值好物 小说男主系列  揭秘系列 vb： 托托就是TC—ZHOU 商务：17821863657
娱乐圈扒婆,2,中国,,北京,北京,美女,1696000,315,37347000,245859273,28010136,115,北京电影学院,,,最有趣的明星视频，就看娱乐圈扒婆！ 商务请私信，娱乐剪刀手正在招募中！
他是学长,1,暂不设置,,,,帅哥,1695000,76,8190000,3177101,1495315,14,,,,规则是用来打破的，这个结局也许会不一样 工作:jiahe771（请表明来意）
王海燕律师（情感主播）,2,中国,江苏,淮安,淮安,美女,1694000,124,6945000,28363218,150812711,8,南京大学,律师,,✨案件委托 微信：why78305✨
DavidBeckham,1,,,,,音乐,1694000,16,4135000,1529719,357022,0,,英格兰著名球星 大卫·贝克汉姆,,Freedom to Dream
守护夏由纪,1,中国,广东省,深圳市,深圳市,美女,1691000,106,10732000,6480294,6311698,14,中央美术学院,,,原创动漫《守护夏由纪》 15年前，我意外坠落到了地球… 完整剧情关注wb: @守护夏由纪 一起参与我的守护契约～ 合作V❤️: linweiyu777
鲨鱼追剧社,1,中国,广东,广州,广州,美女,1690000,167,12353000,64755408,70067934,37,复旦大学上海视觉艺术学院,,,给我几分钟，让你了解一部剧、一部电影
解梗词典,2,中国,广东,广州,广州,知识教育,1689000,280,14005000,104044040,132142526,353,中山大学,,,把你不懂的梗，收入我的词典。 看见不懂的梗，记得艾特我哦。 V: jiegengcidian (解梗词典拼音)
二少啊二少,1,中国,黑龙江,哈尔滨,哈尔滨,帅哥,1689000,145,19120000,108760613,55965393,58,齐齐哈尔大学,,,我是个没有故事的人🌴 VX：wuxu991（星途） (工会勿扰)
王老师😊,1,中国,安徽,滁州,滁州,美女,1688000,33,17903000,145709147,79250718,413,,,,每晚8点直播💗 每晚8点直播💗 我希望 世界将会越来越善良  而不是互相攀比💗💗💗 我希望 人与人之间充满关爱 我们才会更有希望❤️❤️❤️ 聊天V: Wangdachuanghaha 商务V：17356301707（商务一定加这里）
滴滴快烤,1,中国,江苏,连云港,连云港,美女,1687000,37,6166000,617490,568304,122,,,,🌹和滴滴的快乐生活🌹 💎家乡连云港💎 💎特产：海鲜💎 商务❤️19105189776(表明来意) 滴滴哥❤️xa17558556 （个人)
艺昕～,2,,,,,明星,1686000,14,5926000,2607654,1531283,0,,,,
骑电驴的安安,1,中国,广西,南宁,南宁,游戏,1685000,10,21703000,152811475,29464323,31,,,,很多很多视频都被dy强行私密了💔 慢慢 慢慢 会给你们更新日常 合作v：boye261005
我是凯哥,1,中国,江苏,无锡,无锡,搞笑,1683000,57,23276000,35112485,33104644,664,江南影视艺术职业学院,,,合作V💕：lukai668998
小歪游戏解说,0,中国,广东,佛山,佛山,美女,1683000,788,7926000,28264147,24322622,166,,,,我就是传说中的天才小歪^O^
会说话的库里,2,中国,江苏,盐城,盐城,美女,1680000,71,9306000,21716883,12087565,70,,,,🦮最暖心的狗狗 💗️眼里有爱，心里有光 💗将温暖和善良洒向每个角落  ❤️商务合作：zycyj- ———————————————— 每天晚上7点直播！（周一至周六）
阿喵有点萌,2,中国,,上海,上海,宠物,1680000,46,6450000,17008186,18614869,0,上海戏剧学院,,,女生就要精致点哦！ 合作V：sixluluu
小橙子妈妈🍊,2,中国,海南,三亚,哈尔滨,美女,1680000,107,17956000,6124921,1133349,48,,,,🔹小橙子妈妈👩🏻                                                                   🔸分享小橙子宝宝生活号 🔷承蒙厚爱 感谢关注
孙小旺🔥在小号播,2,,,,,美女,1679000,87,7845000,38650027,40368599,1,,,,🔥看直播找我关注页里第一个 或者搜索🔍2165471123🔥
Inga梦露,2,中国,福建,厦门,厦门,美女,1679000,48,11102000,2015601,725143,1,厦门大学,,,格鲁吉亚🇬🇪和俄罗斯🇷🇺的混血 DJ🤟🏻模特💄演员 💫 微bo:国际演员梦露  微♥️：INGAMENGLU （合作） 感谢大家的关注🥰
孙婷•🌞,2,中国,湖北,武汉,武汉,美女,1677000,98,7927000,16577436,10635583,72,,,,私人号V:T780908222 商务合作V：veseep 🌞身高:170 ❤️爱好：弹钢琴  目前断更啦，找到合适的男主在开始 家人们等我哦♥️
潘姐,2,中国,浙江省,杭州市,杭州市,美女,1677000,18,6516000,59759281,15634874,27,,,,关注我教你找到最适合自己的穿搭 ❤️ hlly910
强哥手工——方便哥,1,中国,河北,秦皇岛,秦皇岛,美女,1675000,96,13225000,19777334,15240347,2,唐山科技职业技术学院,,,看一集少一集！说不定哪天就大结局！请珍惜我！点个关注！持续给你们带来快乐！
雷神抓娃娃,1,中国,辽宁,沈阳,沈阳,美女,1675000,143,14223000,23988012,20315065,25,沈阳大学,,,商务合作请私信； 关注我，教你各种玩法与技巧。
爱笑综艺,1,中国,黑龙江,齐齐哈尔,齐齐哈尔,美女,1674000,80,4568000,687835,686274,43,北京科技职业学院,,,友情提示：饭后观看、小心喷饭！ 感谢抖音官方！ 感谢大家支持！
优优来了,2,中国,山东,青岛,青岛,美女,1674000,49,11177000,5142002,631264,29,,,,所见即是我，好与坏都不反驳。 合作V：LDCM199（注明来意）
大帅哥北辰,1,,,,,美女,1673000,33,8868000,928394,121949,8,,,,你的精分男孩 比心id:105817075 可接单 有腹肌照 粉丝🐧群：1135226335 每晚8点小破站直播王者：22443083
liiijhuiii,2,中国,福建,厦门,厦门,美女,1671000,86,18667000,38061558,14468482,80,,,,wb：L李嘉慧 （dy大号同） 👗：Jnnlh17/Jnnlh22 商务合作： LLL0066888
木小六,1,中国,海南,海口,,美女,1670000,32,15112000,19297493,17677737,4,,,,木小六优选好货
鹿晗—触发零界点,1,,,,,娱乐资讯,1669000,2,1854000,13234957,11670310,0,,鹿晗官方,,
